"Plot-Titel: WS"
"Anz.","Datum Zeit, GMT+01:00","Temp., °C (LGR S/N: 21047843, SEN S/N: 21047843, LBL: Celsius)","Intensität, Lux (LGR S/N: 21047843, SEN S/N: 21047843, LBL: Lux)"
391,01.14.22 04:46:14 PM,6.471,0.0
392,01.14.22 05:46:14 PM,6.573,0.0
393,01.14.22 06:46:14 PM,6.370,0.0
394,01.14.22 07:46:14 PM,5.860,0.0
395,01.14.22 08:46:14 PM,4.623,0.0
396,01.14.22 09:46:14 PM,2.624,0.0
397,01.14.22 10:46:14 PM,1.112,0.0
398,01.14.22 11:46:14 PM,0.563,0.0
399,01.15.22 12:46:14 AM,0.232,0.0
400,01.15.22 01:46:14 AM,-0.213,0.0
401,01.15.22 02:46:14 AM,-0.549,0.0
402,01.15.22 03:46:14 AM,0.343,0.0
403,01.15.22 04:46:14 AM,1.003,0.0
404,01.15.22 05:46:14 AM,0.674,0.0
405,01.15.22 06:46:14 AM,0.784,0.0
406,01.15.22 07:46:14 AM,0.674,0.0
407,01.15.22 08:46:14 AM,0.674,312.2
408,01.15.22 09:46:14 AM,0.784,1345.5
409,01.15.22 10:46:14 AM,1.221,1377.8
410,01.15.22 11:46:14 AM,1.656,2238.9
411,01.15.22 12:46:14 PM,1.548,2066.7
412,01.15.22 01:46:14 PM,1.980,1980.6
413,01.15.22 02:46:14 PM,2.195,1636.1
414,01.15.22 03:46:14 PM,1.872,505.9
415,01.15.22 04:46:14 PM,1.656,0.0
416,01.15.22 05:46:14 PM,1.872,0.0
417,01.15.22 06:46:14 PM,1.980,0.0
418,01.15.22 07:46:14 PM,2.088,0.0
419,01.15.22 08:46:14 PM,2.195,0.0
420,01.15.22 09:46:14 PM,2.303,0.0
421,01.15.22 10:46:14 PM,2.410,0.0
422,01.15.22 11:46:14 PM,2.303,0.0
423,01.16.22 12:46:14 AM,2.195,0.0
424,01.16.22 01:46:14 AM,2.303,0.0
425,01.16.22 02:46:14 AM,1.980,0.0
426,01.16.22 03:46:14 AM,1.872,0.0
427,01.16.22 04:46:14 AM,1.112,0.0
428,01.16.22 05:46:14 AM,0.453,0.0
429,01.16.22 06:46:14 AM,-0.102,0.0
430,01.16.22 07:46:14 AM,-0.549,10.8
431,01.16.22 08:46:14 AM,-0.437,1087.2
432,01.16.22 09:46:14 AM,0.893,3788.9
433,01.16.22 10:46:14 AM,2.088,4650.0
434,01.16.22 11:46:14 AM,1.439,1291.7
435,01.16.22 12:46:14 PM,1.221,893.4
436,01.16.22 01:46:14 PM,2.195,1377.8
437,01.16.22 02:46:14 PM,2.624,516.7
438,01.16.22 03:46:14 PM,2.837,64.6
439,01.16.22 04:46:14 PM,3.155,0.0
440,01.16.22 05:46:14 PM,3.472,0.0
441,01.16.22 06:46:14 PM,3.998,0.0
442,01.16.22 07:46:14 PM,4.311,0.0
443,01.16.22 08:46:14 PM,4.727,0.0
444,01.16.22 09:46:14 PM,4.727,0.0
445,01.16.22 10:46:14 PM,5.037,0.0
446,01.16.22 11:46:14 PM,5.141,0.0
447,01.17.22 12:46:14 AM,5.347,0.0
448,01.17.22 01:46:14 AM,5.757,0.0
449,01.17.22 02:46:14 AM,6.268,0.0
450,01.17.22 03:46:14 AM,5.655,0.0
451,01.17.22 04:46:14 AM,5.860,0.0
452,01.17.22 05:46:14 AM,5.757,0.0
453,01.17.22 06:46:14 AM,5.860,0.0
454,01.17.22 07:46:14 AM,5.347,0.0
455,01.17.22 08:46:14 AM,5.450,193.8
456,01.17.22 09:46:14 AM,5.757,312.2
457,01.17.22 10:46:14 AM,5.962,635.1
458,01.17.22 11:46:14 AM,5.757,2152.8
459,01.17.22 12:46:14 PM,2.517,4133.4
460,01.17.22 01:46:14 PM,3.893,3272.2
461,01.17.22 02:46:14 PM,4.311,2755.6
462,01.17.22 03:46:14 PM,3.998,925.7
463,01.17.22 04:46:14 PM,3.261,21.5
464,01.17.22 05:46:14 PM,2.624,0.0
465,01.17.22 06:46:14 PM,2.303,0.0
466,01.17.22 07:46:14 PM,1.872,0.0
467,01.17.22 08:46:14 PM,1.548,0.0
468,01.17.22 09:46:14 PM,1.112,0.0
469,01.17.22 10:46:14 PM,1.003,0.0
470,01.17.22 11:46:14 PM,0.893,0.0
471,01.18.22 12:46:14 AM,0.453,0.0
472,01.18.22 01:46:14 AM,0.232,0.0
473,01.18.22 02:46:14 AM,0.010,0.0
474,01.18.22 03:46:14 AM,-0.325,0.0
475,01.18.22 04:46:14 AM,-0.325,0.0
476,01.18.22 05:46:14 AM,-0.774,0.0
477,01.18.22 06:46:14 AM,0.232,0.0
478,01.18.22 07:46:14 AM,0.010,21.5
479,01.18.22 08:46:14 AM,0.674,1302.4
480,01.18.22 09:46:14 AM,2.837,3100.0
481,01.18.22 10:46:14 AM,3.893,5511.1
482,01.18.22 11:46:14 AM,4.934,5166.7
483,01.18.22 12:46:14 PM,5.244,3100.0
484,01.18.22 01:46:14 PM,5.860,3961.1
485,01.18.22 02:46:14 PM,5.552,1636.1
486,01.18.22 03:46:14 PM,5.141,398.3
487,01.18.22 04:46:14 PM,4.934,21.5
488,01.18.22 05:46:14 PM,4.831,0.0
489,01.18.22 06:46:14 PM,5.037,0.0
490,01.18.22 07:46:14 PM,5.244,0.0
491,01.18.22 08:46:14 PM,5.450,0.0
492,01.18.22 09:46:14 PM,5.552,0.0
493,01.18.22 10:46:14 PM,5.655,0.0
494,01.18.22 11:46:14 PM,5.450,0.0
495,01.19.22 12:46:14 AM,5.141,0.0
496,01.19.22 01:46:14 AM,4.934,0.0
497,01.19.22 02:46:14 AM,4.831,0.0
498,01.19.22 03:46:14 AM,4.831,0.0
499,01.19.22 04:46:14 AM,5.037,0.0
500,01.19.22 05:46:14 AM,4.831,0.0
501,01.19.22 06:46:14 AM,4.415,0.0
502,01.19.22 07:46:14 AM,4.207,10.8
503,01.19.22 08:46:14 AM,4.207,850.4
504,01.19.22 09:46:14 AM,5.037,3272.2
505,01.19.22 10:46:14 AM,6.064,15155.7
506,01.19.22 11:46:14 AM,6.573,6544.5
507,01.19.22 12:46:14 PM,4.831,4822.3
508,01.19.22 01:46:14 PM,3.367,2152.8
509,01.19.22 02:46:14 PM,3.155,850.4
510,01.19.22 03:46:14 PM,3.261,215.3
511,01.19.22 04:46:14 PM,3.683,0.0
512,01.19.22 05:46:14 PM,3.893,0.0
513,01.19.22 06:46:14 PM,3.998,0.0
514,01.19.22 07:46:14 PM,3.998,0.0
515,01.19.22 08:46:14 PM,3.788,0.0
516,01.19.22 09:46:14 PM,3.893,0.0
517,01.19.22 10:46:14 PM,3.788,0.0
518,01.19.22 11:46:14 PM,3.893,0.0
519,01.20.22 12:46:14 AM,4.102,0.0
520,01.20.22 01:46:14 AM,3.683,0.0
