"Plot-Titel: KLG"
"Anz.","Datum Zeit, GMT+02:00","Temp., °C (LGR S/N: 21309858, SEN S/N: 21309858, LBL: °C)","Intensität, Lux (LGR S/N: 21309858, SEN S/N: 21309858, LBL: Lux)"
1055,09.08.22 02:23:41 PM,16.808,7233.4
1056,09.08.22 03:23:41 PM,18.996,9644.5
1057,09.08.22 04:23:41 PM,16.808,990.3
1058,09.08.22 05:23:41 PM,16.808,462.9
1059,09.08.22 06:23:41 PM,17.475,1980.6
1060,09.08.22 07:23:41 PM,17.760,1065.6
1061,09.08.22 08:23:41 PM,16.713,0.0
1062,09.08.22 09:23:41 PM,16.332,0.0
1063,09.08.22 10:23:41 PM,16.332,0.0
1064,09.08.22 11:23:41 PM,16.237,0.0
1065,09.09.22 12:23:41 AM,15.569,0.0
1066,09.09.22 01:23:41 AM,15.091,0.0
1067,09.09.22 02:23:41 AM,14.804,0.0
1068,09.09.22 03:23:41 AM,14.134,0.0
1069,09.09.22 04:23:41 AM,13.942,0.0
1070,09.09.22 05:23:41 AM,13.654,0.0
1071,09.09.22 06:23:41 AM,13.461,290.6
1072,09.09.22 07:23:41 AM,17.189,26178.0
1073,09.09.22 08:23:41 AM,20.901,41333.6
1074,09.09.22 09:23:41 AM,23.388,35822.5
1075,09.09.22 10:23:41 AM,22.429,10677.8
1076,09.09.22 11:23:41 AM,24.641,28933.5
1077,09.09.22 12:23:41 PM,26.585,26178.0
1078,09.09.22 01:23:41 PM,28.357,31689.1
1079,09.09.22 02:23:41 PM,29.853,30311.3
1080,09.09.22 03:23:41 PM,24.351,9644.5
1081,09.09.22 04:23:41 PM,24.545,5166.7
1082,09.09.22 05:23:41 PM,26.488,39955.8
1083,09.09.22 06:23:41 PM,25.708,2927.8
1084,09.09.22 07:23:41 PM,20.329,290.6
1085,09.09.22 08:23:41 PM,18.331,0.0
1086,09.09.22 09:23:41 PM,17.189,0.0
1087,09.09.22 10:23:41 PM,16.523,0.0
1088,09.09.22 11:23:41 PM,15.664,0.0
1089,09.10.22 12:23:41 AM,15.473,0.0
1090,09.10.22 01:23:41 AM,15.091,0.0
1091,09.10.22 02:23:41 AM,14.613,0.0
1092,09.10.22 03:23:41 AM,14.038,0.0
1093,09.10.22 04:23:41 AM,13.942,0.0
1094,09.10.22 05:23:41 AM,13.461,0.0
1095,09.10.22 06:23:41 AM,13.173,86.1
1096,09.10.22 07:23:41 AM,14.709,14466.8
1097,09.10.22 08:23:41 AM,21.282,33066.9
1098,09.10.22 09:23:41 AM,24.641,37200.2
1099,09.10.22 10:23:41 AM,25.319,37200.2
1100,09.10.22 11:23:41 AM,26.977,38578.0
1101,09.10.22 12:23:41 PM,26.000,22044.6
1102,09.10.22 01:23:41 PM,27.665,11711.2
1103,09.10.22 02:23:41 PM,29.953,49600.3
1104,09.10.22 03:23:41 PM,24.062,9644.5
1105,09.10.22 04:23:41 PM,21.378,5511.1
1106,09.10.22 05:23:41 PM,24.351,44089.2
1107,09.10.22 06:23:41 PM,24.738,30311.3
1108,09.10.22 07:23:41 PM,19.662,796.5
1109,09.10.22 08:23:41 PM,18.236,0.0
1110,09.10.22 09:23:41 PM,17.475,0.0
1111,09.10.22 10:23:41 PM,17.094,0.0
1112,09.10.22 11:23:41 PM,16.046,0.0
1113,09.11.22 12:23:41 AM,15.473,0.0
1114,09.11.22 01:23:41 AM,15.378,0.0
1115,09.11.22 02:23:41 AM,15.187,0.0
1116,09.11.22 03:23:41 AM,15.091,0.0
1117,09.11.22 04:23:41 AM,14.421,0.0
1118,09.11.22 05:23:41 AM,13.942,0.0
1119,09.11.22 06:23:41 AM,13.461,10.8
1120,09.11.22 07:23:41 AM,14.134,1463.9
1121,09.11.22 08:23:41 AM,15.187,4305.6
1122,09.11.22 09:23:41 AM,15.855,2669.5
1123,09.11.22 10:23:41 AM,19.758,17911.2
1124,09.11.22 11:23:41 AM,18.901,10333.4
1125,09.11.22 12:23:41 PM,19.282,3444.5
1126,09.11.22 01:23:41 PM,18.806,5511.1
1127,09.11.22 02:23:41 PM,24.448,17222.3
1128,09.11.22 03:23:41 PM,20.329,8266.7
1129,09.11.22 04:23:41 PM,25.610,35822.5
1130,09.11.22 05:23:41 PM,20.138,3616.7
1131,09.11.22 06:23:41 PM,18.711,1722.2
1132,09.11.22 07:23:41 PM,17.760,398.3
1133,09.11.22 08:23:41 PM,16.808,0.0
1134,09.11.22 09:23:41 PM,14.804,0.0
1135,09.11.22 10:23:41 PM,15.282,0.0
1136,09.11.22 11:23:41 PM,14.900,0.0
1137,09.12.22 12:23:41 AM,14.900,0.0
1138,09.12.22 01:23:41 AM,15.187,0.0
1139,09.12.22 02:23:41 AM,13.750,0.0
1140,09.12.22 03:23:41 AM,13.173,0.0
1141,09.12.22 04:23:41 AM,12.594,0.0
1142,09.12.22 05:23:41 AM,12.690,0.0
1143,09.12.22 06:23:41 AM,12.207,118.4
1144,09.12.22 07:23:41 AM,14.325,18600.1
1145,09.12.22 08:23:41 AM,21.760,33066.9
1146,09.12.22 09:23:41 AM,23.292,37200.2
1147,09.12.22 10:23:41 AM,25.319,42711.4
1148,09.12.22 11:23:41 AM,25.708,33066.9
1149,09.12.22 12:23:41 PM,24.738,11022.3
1150,09.12.22 01:23:41 PM,29.152,44089.2
1151,09.12.22 02:23:41 PM,24.545,17911.2
1152,09.12.22 03:23:41 PM,26.683,28933.5
1153,09.12.22 04:23:41 PM,23.484,16533.4
1154,09.12.22 05:23:41 PM,21.473,7233.4
1155,09.12.22 06:23:41 PM,20.234,3100.0
1156,09.12.22 07:23:41 PM,19.282,484.4
1157,09.12.22 08:23:41 PM,17.950,0.0
1158,09.12.22 09:23:41 PM,17.094,0.0
1159,09.12.22 10:23:41 PM,15.951,0.0
1160,09.12.22 11:23:41 PM,15.091,0.0
1161,09.13.22 12:23:41 AM,14.804,0.0
1162,09.13.22 01:23:41 AM,14.230,0.0
1163,09.13.22 02:23:41 AM,14.038,0.0
1164,09.13.22 03:23:41 AM,13.558,0.0
1165,09.13.22 04:23:41 AM,13.076,0.0
1166,09.13.22 05:23:41 AM,13.076,0.0
1167,09.13.22 06:23:41 AM,13.173,64.6
1168,09.13.22 07:23:41 AM,13.654,1722.2
1169,09.13.22 08:23:41 AM,13.076,775.0
1170,09.13.22 09:23:41 AM,14.804,5166.7
1171,09.13.22 10:23:41 AM,16.427,11022.3
1172,09.13.22 11:23:41 AM,20.138,28933.5
1173,09.13.22 12:23:41 PM,23.100,17911.2
1174,09.13.22 01:23:41 PM,20.329,2583.4
1175,09.13.22 02:23:41 PM,19.853,10333.4
1176,09.13.22 03:23:41 PM,19.662,4477.8
1177,09.13.22 04:23:41 PM,22.525,14466.8
1178,09.13.22 05:23:41 PM,24.062,35822.5
1179,09.13.22 06:23:41 PM,21.091,9300.1
1180,09.13.22 07:23:41 PM,18.616,581.3
1181,09.13.22 08:23:41 PM,17.665,0.0
1182,09.13.22 09:23:41 PM,17.570,0.0
1183,09.13.22 10:23:41 PM,16.618,0.0
1184,09.13.22 11:23:41 PM,16.332,0.0
1185,09.14.22 12:23:41 AM,15.282,0.0
1186,09.14.22 01:23:41 AM,14.804,0.0
1187,09.14.22 02:23:41 AM,14.134,0.0
1188,09.14.22 03:23:41 AM,13.558,0.0
1189,09.14.22 04:23:41 AM,12.883,0.0
1190,09.14.22 05:23:41 AM,12.497,0.0
1191,09.14.22 06:23:41 AM,12.304,107.6
1192,09.14.22 07:23:41 AM,13.076,2325.0
1193,09.14.22 08:23:41 AM,14.900,10333.4
1194,09.14.22 09:23:41 AM,17.379,8611.2
1195,09.14.22 10:23:41 AM,21.664,28933.5
1196,09.14.22 11:23:41 AM,19.662,13777.9
1197,09.14.22 12:23:41 PM,19.948,15844.5
1198,09.14.22 01:23:41 PM,25.319,33066.9
1199,09.14.22 02:23:41 PM,21.569,15844.5
1200,09.14.22 03:23:41 PM,23.004,11711.2
1201,09.14.22 04:23:41 PM,19.472,6200.0
1202,09.14.22 05:23:41 PM,18.236,2411.1
1203,09.14.22 06:23:41 PM,17.950,1808.3
1204,09.14.22 07:23:41 PM,16.999,107.6
1205,09.14.22 08:23:41 PM,16.523,0.0
1206,09.14.22 09:23:41 PM,16.237,0.0
1207,09.14.22 10:23:41 PM,15.855,0.0
1208,09.14.22 11:23:41 PM,15.282,0.0
1209,09.15.22 12:23:41 AM,14.709,0.0
1210,09.15.22 01:23:41 AM,14.421,0.0
1211,09.15.22 02:23:41 AM,13.942,0.0
1212,09.15.22 03:23:41 AM,13.269,0.0
1213,09.15.22 04:23:41 AM,13.076,0.0
1214,09.15.22 05:23:41 AM,12.787,0.0
1215,09.15.22 06:23:41 AM,12.110,21.5
1216,09.15.22 07:23:41 AM,12.690,7577.8
1217,09.15.22 08:23:41 AM,18.045,30311.3
1218,09.15.22 09:23:41 AM,17.094,13089.0
1219,09.15.22 10:23:41 AM,16.808,18600.1
1220,09.15.22 11:23:41 AM,17.379,9300.1
1221,09.15.22 12:23:41 PM,20.234,21355.7
1222,09.15.22 01:23:41 PM,18.901,9300.1
1223,09.15.22 02:23:41 PM,19.092,5166.7
1224,09.15.22 03:23:41 PM,23.484,55111.5
1225,09.15.22 04:23:41 PM,18.711,6544.5
1226,09.15.22 05:23:41 PM,18.616,8266.7
1227,09.15.22 06:23:41 PM,15.187,3444.5
1228,09.15.22 07:23:41 PM,14.709,64.6
1229,09.15.22 08:23:41 PM,14.134,0.0
1230,09.15.22 09:23:41 PM,13.846,0.0
1231,09.15.22 10:23:41 PM,13.846,0.0
1232,09.15.22 11:23:41 PM,13.076,0.0
1233,09.16.22 12:23:41 AM,12.883,0.0
1234,09.16.22 01:23:41 AM,12.594,0.0
1235,09.16.22 02:23:41 AM,12.110,0.0
1236,09.16.22 03:23:41 AM,11.528,0.0
1237,09.16.22 04:23:41 AM,11.236,0.0
1238,09.16.22 05:23:41 AM,11.041,0.0
1239,09.16.22 06:23:41 AM,11.139,32.3
1240,09.16.22 07:23:41 AM,11.334,2927.8
1241,09.16.22 08:23:41 AM,14.230,27555.7
1242,09.16.22 09:23:41 AM,15.760,14466.8
1243,09.16.22 10:23:41 AM,15.760,13777.9
1244,09.16.22 11:23:41 AM,16.523,8611.2
1245,09.16.22 12:23:41 PM,19.282,44089.2
1246,09.16.22 01:23:41 PM,20.710,46844.8
1247,09.16.22 02:23:41 PM,22.238,44089.2
1248,09.16.22 03:23:41 PM,21.760,6544.5
1249,09.16.22 04:23:41 PM,20.996,6544.5
1250,09.16.22 05:23:41 PM,18.996,7233.4
1251,09.16.22 06:23:41 PM,18.331,5511.1
1252,09.16.22 07:23:41 PM,15.473,204.5
1253,09.16.22 08:23:41 PM,14.038,0.0
1254,09.16.22 09:23:41 PM,14.134,0.0
1255,09.16.22 10:23:41 PM,10.748,0.0
1256,09.16.22 11:23:41 PM,10.357,0.0
1257,09.17.22 12:23:41 AM,10.846,0.0
1258,09.17.22 01:23:41 AM,10.944,0.0
1259,09.17.22 02:23:41 AM,11.236,0.0
1260,09.17.22 03:23:41 AM,11.334,0.0
1261,09.17.22 04:23:41 AM,11.431,0.0
1262,09.17.22 05:23:41 AM,11.625,0.0
1263,09.17.22 06:23:41 AM,11.819,0.0
1264,09.17.22 07:23:41 AM,11.916,150.7
1265,09.17.22 08:23:41 AM,12.304,2583.4
1266,09.17.22 09:23:41 AM,12.690,3788.9
1267,09.17.22 10:23:41 AM,14.421,12400.1
1268,09.17.22 11:23:41 AM,15.282,13089.0
1269,09.17.22 12:23:41 PM,16.523,17911.2
1270,09.17.22 01:23:41 PM,16.713,52355.9
1271,09.17.22 02:23:41 PM,18.901,12400.1
1272,09.17.22 03:23:41 PM,18.616,33066.9
1273,09.17.22 04:23:41 PM,17.855,23422.4
1274,09.17.22 05:23:41 PM,18.140,35822.5
1275,09.17.22 06:23:41 PM,13.750,2497.2
1276,09.17.22 07:23:41 PM,12.207,32.3
1277,09.17.22 08:23:41 PM,11.236,0.0
1278,09.17.22 09:23:41 PM,10.553,0.0
1279,09.17.22 10:23:41 PM,10.553,0.0
1280,09.17.22 11:23:41 PM,10.748,0.0
1281,09.18.22 12:23:41 AM,10.944,0.0
1282,09.18.22 01:23:41 AM,11.139,0.0
1283,09.18.22 02:23:41 AM,10.651,0.0
1284,09.18.22 03:23:41 AM,10.357,0.0
1285,09.18.22 04:23:41 AM,10.259,0.0
1286,09.18.22 05:23:41 AM,10.259,0.0
1287,09.18.22 06:23:41 AM,10.063,0.0
1288,09.18.22 07:23:41 AM,9.866,656.6
1289,09.18.22 08:23:41 AM,12.690,30311.3
1290,09.18.22 09:23:41 AM,15.187,33066.9
1291,09.18.22 10:23:41 AM,15.855,11022.3
1292,09.18.22 11:23:41 AM,16.427,49600.3
1293,09.18.22 12:23:41 PM,16.141,34444.7
1294,09.18.22 01:23:41 PM,16.332,22044.6
1295,09.18.22 02:23:41 PM,15.569,4477.8
1296,09.18.22 03:23:41 PM,15.473,7233.4
1297,09.18.22 04:23:41 PM,13.269,6544.5
1298,09.18.22 05:23:41 PM,17.570,38578.0
1299,09.18.22 06:23:41 PM,12.497,2066.7
1300,09.18.22 07:23:41 PM,8.779,43.1
1301,09.18.22 08:23:41 PM,8.779,0.0
1302,09.18.22 09:23:41 PM,9.077,0.0
1303,09.18.22 10:23:41 PM,9.077,0.0
1304,09.18.22 11:23:41 PM,8.978,0.0
1305,09.19.22 12:23:41 AM,8.879,0.0
1306,09.19.22 01:23:41 AM,9.077,0.0
1307,09.19.22 02:23:41 AM,9.176,0.0
1308,09.19.22 03:23:41 AM,8.779,0.0
1309,09.19.22 04:23:41 AM,9.077,0.0
1310,09.19.22 05:23:41 AM,9.176,0.0
1311,09.19.22 06:23:41 AM,9.472,0.0
1312,09.19.22 07:23:41 AM,9.768,430.6
1313,09.19.22 08:23:41 AM,10.748,2669.5
1314,09.19.22 09:23:41 AM,11.625,3616.7
1315,09.19.22 10:23:41 AM,13.461,8611.2
1316,09.19.22 11:23:41 AM,18.426,14466.8
1317,09.19.22 12:23:41 PM,12.110,1216.3
1318,09.19.22 01:23:41 PM,11.528,15155.7
1319,09.19.22 02:23:41 PM,15.378,2669.5
1320,09.19.22 03:23:41 PM,11.334,5166.7
1321,09.19.22 04:23:41 PM,11.431,1808.3
1322,09.19.22 05:23:41 PM,11.722,3616.7
1323,09.19.22 06:23:41 PM,11.722,2325.0
1324,09.19.22 07:23:41 PM,11.041,75.3
1325,09.19.22 08:23:41 PM,10.748,0.0
1326,09.19.22 09:23:41 PM,10.846,0.0
1327,09.19.22 10:23:41 PM,10.455,0.0
1328,09.19.22 11:23:41 PM,10.161,0.0
1329,09.20.22 12:23:41 AM,9.669,0.0
1330,09.20.22 01:23:41 AM,9.373,0.0
1331,09.20.22 02:23:41 AM,8.680,0.0
1332,09.20.22 03:23:41 AM,8.282,0.0
1333,09.20.22 04:23:41 AM,8.282,0.0
1334,09.20.22 05:23:41 AM,8.481,0.0
1335,09.20.22 06:23:41 AM,9.176,0.0
1336,09.20.22 07:23:41 AM,9.472,2755.6
1337,09.20.22 08:23:41 AM,15.664,38578.0
1338,09.20.22 09:23:41 AM,12.690,10677.8
1339,09.20.22 10:23:41 AM,19.377,38578.0
1340,09.20.22 11:23:41 AM,18.616,41333.6
1341,09.20.22 12:23:41 PM,18.711,28933.5
1342,09.20.22 01:23:41 PM,13.461,1894.5
1343,09.20.22 02:23:41 PM,13.942,49600.3
1344,09.20.22 03:23:41 PM,13.365,5511.1
1345,09.20.22 04:23:41 PM,19.092,46844.8
1346,09.20.22 05:23:41 PM,15.855,4133.4
1347,09.20.22 06:23:41 PM,13.750,23422.4
1348,09.20.22 07:23:41 PM,11.236,118.4
1349,09.20.22 08:23:41 PM,10.651,0.0
1350,09.20.22 09:23:41 PM,9.965,0.0
1351,09.20.22 10:23:41 PM,9.866,0.0
1352,09.20.22 11:23:41 PM,9.275,0.0
1353,09.21.22 12:23:41 AM,8.978,0.0
1354,09.21.22 01:23:41 AM,8.680,0.0
1355,09.21.22 02:23:41 AM,8.680,0.0
1356,09.21.22 03:23:41 AM,8.182,0.0
1357,09.21.22 04:23:41 AM,8.082,0.0
1358,09.21.22 05:23:41 AM,7.882,0.0
1359,09.21.22 06:23:41 AM,7.682,0.0
1360,09.21.22 07:23:41 AM,8.282,4994.5
1361,09.21.22 08:23:41 AM,9.571,4650.0
1362,09.21.22 09:23:41 AM,12.304,9644.5
1363,09.21.22 10:23:41 AM,14.134,12400.1
1364,09.21.22 11:23:41 AM,17.189,42711.4
1365,09.21.22 12:23:41 PM,21.187,39955.8
1366,09.21.22 01:23:41 PM,24.448,44089.2
1367,09.21.22 02:23:41 PM,17.665,7233.4
1368,09.21.22 03:23:41 PM,22.238,44089.2
1369,09.21.22 04:23:41 PM,19.948,38578.0
1370,09.21.22 05:23:41 PM,20.615,31689.1
1371,09.21.22 06:23:41 PM,18.616,22044.6
1372,09.21.22 07:23:41 PM,14.325,107.6
1373,09.21.22 08:23:41 PM,12.883,0.0
1374,09.21.22 09:23:41 PM,12.497,0.0
1375,09.21.22 10:23:41 PM,11.236,0.0
1376,09.21.22 11:23:41 PM,11.139,0.0
1377,09.22.22 12:23:41 AM,11.041,0.0
1378,09.22.22 01:23:41 AM,10.846,0.0
1379,09.22.22 02:23:41 AM,10.161,0.0
1380,09.22.22 03:23:41 AM,9.176,0.0
1381,09.22.22 04:23:41 AM,9.176,0.0
1382,09.22.22 05:23:41 AM,8.581,0.0
1383,09.22.22 06:23:41 AM,7.782,0.0
1384,09.22.22 07:23:41 AM,10.651,16533.4
1385,09.22.22 08:23:41 AM,17.475,33066.9
1386,09.22.22 09:23:41 AM,18.426,38578.0
1387,09.22.22 10:23:41 AM,19.567,38578.0
1388,09.22.22 11:23:41 AM,21.664,41333.6
1389,09.22.22 12:23:41 PM,22.621,44089.2
1390,09.22.22 01:23:41 PM,22.812,46844.8
1391,09.22.22 02:23:41 PM,23.100,46844.8
1392,09.22.22 03:23:41 PM,23.773,44089.2
1393,09.22.22 04:23:41 PM,22.908,42711.4
1394,09.22.22 05:23:41 PM,19.092,22044.6
1395,09.22.22 06:23:41 PM,19.853,19289.0
1396,09.22.22 07:23:41 PM,14.709,32.3
1397,09.22.22 08:23:41 PM,13.076,0.0
1398,09.22.22 09:23:41 PM,12.013,0.0
1399,09.22.22 10:23:41 PM,10.846,0.0
1400,09.22.22 11:23:41 PM,10.357,0.0
1401,09.23.22 12:23:41 AM,9.373,0.0
1402,09.23.22 01:23:41 AM,8.182,0.0
1403,09.23.22 02:23:41 AM,8.182,0.0
1404,09.23.22 03:23:41 AM,8.182,0.0
1405,09.23.22 04:23:41 AM,7.381,0.0
1406,09.23.22 05:23:41 AM,6.877,0.0
1407,09.23.22 06:23:41 AM,6.166,0.0
1408,09.23.22 07:23:41 AM,8.182,15155.7
1409,09.23.22 08:23:41 AM,14.134,33066.9
1410,09.23.22 09:23:41 AM,18.806,38578.0
1411,09.23.22 10:23:41 AM,18.996,38578.0
1412,09.23.22 11:23:41 AM,19.853,35822.5
1413,09.23.22 12:23:41 PM,20.901,31689.1
1414,09.23.22 01:23:41 PM,21.187,28933.5
1415,09.23.22 02:23:41 PM,23.869,44089.2
1416,09.23.22 03:23:41 PM,22.525,41333.6
1417,09.23.22 04:23:41 PM,20.519,15155.7
1418,09.23.22 05:23:41 PM,17.855,5338.9
1419,09.23.22 06:23:41 PM,16.713,3788.9
1420,09.23.22 07:23:41 PM,15.187,0.0
1421,09.23.22 08:23:41 PM,14.134,0.0
1422,09.23.22 09:23:41 PM,13.076,0.0
1423,09.23.22 10:23:41 PM,12.207,0.0
1424,09.23.22 11:23:41 PM,11.916,0.0
1425,09.24.22 12:23:41 AM,11.625,0.0
1426,09.24.22 01:23:41 AM,11.334,0.0
1427,09.24.22 02:23:41 AM,10.846,0.0
1428,09.24.22 03:23:41 AM,10.357,0.0
1429,09.24.22 04:23:41 AM,10.357,0.0
1430,09.24.22 05:23:41 AM,10.357,0.0
1431,09.24.22 06:23:41 AM,10.357,0.0
1432,09.24.22 07:23:41 AM,10.259,473.6
1433,09.24.22 08:23:41 AM,11.041,2927.8
1434,09.24.22 09:23:41 AM,11.819,4650.0
1435,09.24.22 10:23:41 AM,13.269,8266.7
1436,09.24.22 11:23:41 AM,15.282,12400.1
1437,09.24.22 12:23:41 PM,16.332,11711.2
1438,09.24.22 01:23:41 PM,17.950,19289.0
1439,09.24.22 02:23:41 PM,17.570,8611.2
1440,09.24.22 03:23:41 PM,18.045,10677.8
1441,09.24.22 04:23:41 PM,17.665,6200.0
1442,09.24.22 05:23:41 PM,16.427,2411.1
1443,09.24.22 06:23:41 PM,15.664,1463.9
1444,09.24.22 07:23:41 PM,14.709,0.0
1445,09.24.22 08:23:41 PM,14.421,0.0
1446,09.24.22 09:23:41 PM,13.942,0.0
1447,09.24.22 10:23:41 PM,13.365,0.0
1448,09.24.22 11:23:41 PM,13.076,0.0
1449,09.25.22 12:23:41 AM,12.980,0.0
1450,09.25.22 01:23:41 AM,12.980,0.0
1451,09.25.22 02:23:41 AM,13.076,0.0
1452,09.25.22 03:23:41 AM,12.980,0.0
1453,09.25.22 04:23:41 AM,12.497,0.0
1454,09.25.22 05:23:41 AM,12.110,0.0
1455,09.25.22 06:23:41 AM,11.819,0.0
1456,09.25.22 07:23:41 AM,11.722,742.7
1457,09.25.22 08:23:41 AM,12.690,7233.4
1458,09.25.22 09:23:41 AM,14.804,10677.8
1459,09.25.22 10:23:41 AM,16.713,16533.4
1460,09.25.22 11:23:41 AM,18.331,14466.8
1461,09.25.22 12:23:41 PM,20.996,24800.2
1462,09.25.22 01:23:41 PM,24.641,18600.1
1463,09.25.22 02:23:41 PM,24.448,52355.9
1464,09.25.22 03:23:41 PM,22.621,20666.8
1465,09.25.22 04:23:41 PM,21.091,18600.1
1466,09.25.22 05:23:41 PM,19.187,7233.4
1467,09.25.22 06:23:41 PM,17.284,2325.0
1468,09.25.22 07:23:41 PM,16.141,0.0
1469,09.25.22 08:23:41 PM,15.569,0.0
1470,09.25.22 09:23:41 PM,14.613,0.0
1471,09.25.22 10:23:41 PM,14.038,0.0
1472,09.25.22 11:23:41 PM,13.461,0.0
1473,09.26.22 12:23:41 AM,12.787,0.0
1474,09.26.22 01:23:41 AM,12.497,0.0
1475,09.26.22 02:23:41 AM,12.207,0.0
1476,09.26.22 03:23:41 AM,11.916,0.0
1477,09.26.22 04:23:41 AM,11.722,0.0
1478,09.26.22 05:23:41 AM,11.625,0.0
1479,09.26.22 06:23:41 AM,11.431,0.0
1480,09.26.22 07:23:41 AM,10.944,1808.3
1481,09.26.22 08:23:41 AM,14.709,19977.9
1482,09.26.22 09:23:41 AM,18.140,34444.7
1483,09.26.22 10:23:41 AM,17.475,7577.8
1484,09.26.22 11:23:41 AM,20.234,42711.4
1485,09.26.22 12:23:41 PM,22.717,49600.3
1486,09.26.22 01:23:41 PM,17.094,8611.2
1487,09.26.22 02:23:41 PM,18.901,18600.1
1488,09.26.22 03:23:41 PM,17.284,6544.5
1489,09.26.22 04:23:41 PM,20.519,39955.8
1490,09.26.22 05:23:41 PM,16.903,5166.7
1491,09.26.22 06:23:41 PM,15.760,1463.9
1492,09.26.22 07:23:41 PM,14.134,0.0
1493,09.26.22 08:23:41 PM,13.654,0.0
1494,09.26.22 09:23:41 PM,13.365,0.0
1495,09.26.22 10:23:41 PM,12.883,0.0
1496,09.26.22 11:23:41 PM,12.497,0.0
1497,09.27.22 12:23:41 AM,12.594,0.0
1498,09.27.22 01:23:41 AM,12.401,0.0
1499,09.27.22 02:23:41 AM,12.110,0.0
1500,09.27.22 03:23:41 AM,12.013,0.0
1501,09.27.22 04:23:41 AM,12.304,0.0
1502,09.27.22 05:23:41 AM,12.497,0.0
1503,09.27.22 06:23:41 AM,11.916,0.0
1504,09.27.22 07:23:41 AM,11.236,1065.6
1505,09.27.22 08:23:41 AM,11.139,2152.8
1506,09.27.22 09:23:41 AM,11.528,4822.3
1507,09.27.22 10:23:41 AM,11.528,2755.6
1508,09.27.22 11:23:41 AM,12.013,3961.1
1509,09.27.22 12:23:41 PM,13.942,6200.0
1510,09.27.22 01:23:41 PM,13.942,3961.1
1511,09.27.22 02:23:41 PM,10.455,3272.2
1512,09.27.22 03:23:41 PM,12.013,3616.7
1513,09.27.22 04:23:41 PM,12.013,6200.0
1514,09.27.22 05:23:41 PM,11.819,2755.6
1515,09.27.22 06:23:41 PM,11.528,10333.4
1516,09.27.22 07:23:41 PM,9.965,0.0
1517,09.27.22 08:23:41 PM,9.768,0.0
1518,09.27.22 09:23:41 PM,9.472,0.0
1519,09.27.22 10:23:41 PM,8.680,0.0
1520,09.27.22 11:23:41 PM,8.680,0.0
1521,09.28.22 12:23:41 AM,8.182,0.0
1522,09.28.22 01:23:41 AM,7.882,0.0
1523,09.28.22 02:23:41 AM,8.182,0.0
1524,09.28.22 03:23:41 AM,8.282,0.0
1525,09.28.22 04:23:41 AM,8.382,0.0
1526,09.28.22 05:23:41 AM,7.983,0.0
1527,09.28.22 06:23:41 AM,7.280,0.0
1528,09.28.22 07:23:41 AM,7.782,452.1
1529,09.28.22 08:23:41 AM,12.497,28933.5
1530,09.28.22 09:23:41 AM,17.665,35822.5
1531,09.28.22 10:23:41 AM,12.883,9644.5
1532,09.28.22 11:23:41 AM,12.883,14466.8
1533,09.28.22 12:23:41 PM,15.282,26178.0
1534,09.28.22 01:23:41 PM,12.304,10677.8
1535,09.28.22 02:23:41 PM,13.269,13089.0
1536,09.28.22 03:23:41 PM,13.173,14466.8
1537,09.28.22 04:23:41 PM,14.325,19289.0
1538,09.28.22 05:23:41 PM,12.304,4477.8
1539,09.28.22 06:23:41 PM,11.041,947.2
1540,09.28.22 07:23:41 PM,9.965,0.0
1541,09.28.22 08:23:41 PM,9.571,0.0
1542,09.28.22 09:23:41 PM,8.978,0.0
1543,09.28.22 10:23:41 PM,8.382,0.0
1544,09.28.22 11:23:41 PM,8.382,0.0
1545,09.29.22 12:23:41 AM,8.481,0.0
1546,09.29.22 01:23:41 AM,7.983,0.0
1547,09.29.22 02:23:41 AM,7.381,0.0
1548,09.29.22 03:23:41 AM,6.877,0.0
1549,09.29.22 04:23:41 AM,6.978,0.0
1550,09.29.22 05:23:41 AM,7.381,0.0
1551,09.29.22 06:23:41 AM,7.682,0.0
1552,09.29.22 07:23:41 AM,7.682,279.9
1553,09.29.22 08:23:41 AM,8.082,2066.7
1554,09.29.22 09:23:41 AM,8.382,4133.4
1555,09.29.22 10:23:41 AM,10.161,8266.7
1556,09.29.22 11:23:41 AM,13.846,17911.2
1557,09.29.22 12:23:41 PM,17.284,18600.1
1558,09.29.22 01:23:41 PM,15.569,11711.2
1559,09.29.22 02:23:41 PM,14.038,9300.1
1560,09.29.22 03:23:41 PM,21.760,44089.2
1561,09.29.22 04:23:41 PM,15.951,18600.1
1562,09.29.22 05:23:41 PM,14.517,4477.8
1563,09.29.22 06:23:41 PM,15.091,10677.8
1564,09.29.22 07:23:41 PM,11.722,0.0
1565,09.29.22 08:23:41 PM,10.455,0.0
1566,09.29.22 09:23:41 PM,9.768,0.0
1567,09.29.22 10:23:41 PM,9.275,0.0
1568,09.29.22 11:23:41 PM,8.282,0.0
1569,09.30.22 12:23:41 AM,7.983,0.0
1570,09.30.22 01:23:41 AM,7.582,0.0
1571,09.30.22 02:23:41 AM,6.978,0.0
1572,09.30.22 03:23:41 AM,6.573,0.0
1573,09.30.22 04:23:41 AM,6.166,0.0
1574,09.30.22 05:23:41 AM,5.962,0.0
1575,09.30.22 06:23:41 AM,5.655,0.0
1576,09.30.22 07:23:41 AM,5.860,2669.5
1577,09.30.22 08:23:41 AM,11.528,26178.0
1578,09.30.22 09:23:41 AM,16.713,34444.7
