"Plot-Titel: KLG"
"Anz.","Datum Zeit, GMT+02:00","Temp., °C (LGR S/N: 21309858, SEN S/N: 21309858, LBL: °C)","Intensität, Lux (LGR S/N: 21309858, SEN S/N: 21309858, LBL: Lux)"
2104,10.22.22 07:23:41 AM,12.883,0.0
2105,10.22.22 08:23:41 AM,12.690,656.6
2106,10.22.22 09:23:41 AM,13.269,2927.8
2107,10.22.22 10:23:41 AM,14.134,4477.8
2108,10.22.22 11:23:41 AM,15.091,4650.0
2109,10.22.22 12:23:41 PM,16.046,3444.5
2110,10.22.22 01:23:41 PM,18.426,16533.4
2111,10.22.22 02:23:41 PM,24.255,41333.6
2112,10.22.22 03:23:41 PM,24.641,37200.2
2113,10.22.22 04:23:41 PM,23.484,27555.7
2114,10.22.22 05:23:41 PM,19.853,10677.8
2115,10.22.22 06:23:41 PM,16.808,0.0
2116,10.22.22 07:23:41 PM,16.332,0.0
2117,10.22.22 08:23:41 PM,15.760,0.0
2118,10.22.22 09:23:41 PM,14.996,0.0
2119,10.22.22 10:23:41 PM,14.421,0.0
2120,10.22.22 11:23:41 PM,14.709,0.0
2121,10.23.22 12:23:41 AM,14.613,0.0
2122,10.23.22 01:23:41 AM,13.558,0.0
2123,10.23.22 02:23:41 AM,12.690,0.0
2124,10.23.22 03:23:41 AM,12.883,0.0
2125,10.23.22 04:23:41 AM,12.497,0.0
2126,10.23.22 05:23:41 AM,12.304,0.0
2127,10.23.22 06:23:41 AM,11.819,0.0
2128,10.23.22 07:23:41 AM,11.041,10.8
2129,10.23.22 08:23:41 AM,11.236,2497.2
2130,10.23.22 09:23:41 AM,14.421,20666.8
2131,10.23.22 10:23:41 AM,18.711,31689.1
2132,10.23.22 11:23:41 AM,19.853,31689.1
2133,10.23.22 12:23:41 PM,22.621,33066.9
2134,10.23.22 01:23:41 PM,21.664,30311.3
2135,10.23.22 02:23:41 PM,23.292,21355.7
2136,10.23.22 03:23:41 PM,19.377,6544.5
2137,10.23.22 04:23:41 PM,18.901,4650.0
2138,10.23.22 05:23:41 PM,17.665,1550.0
2139,10.23.22 06:23:41 PM,16.523,0.0
2140,10.23.22 07:23:41 PM,15.951,0.0
2141,10.23.22 08:23:41 PM,15.855,0.0
2142,10.23.22 09:23:41 PM,15.091,0.0
2143,10.23.22 10:23:41 PM,14.613,0.0
2144,10.23.22 11:23:41 PM,13.942,0.0
2145,10.24.22 12:23:41 AM,14.325,0.0
2146,10.24.22 01:23:41 AM,13.461,0.0
2147,10.24.22 02:23:41 AM,13.365,0.0
2148,10.24.22 03:23:41 AM,13.076,0.0
2149,10.24.22 04:23:41 AM,12.497,0.0
2150,10.24.22 05:23:41 AM,12.304,0.0
2151,10.24.22 06:23:41 AM,12.304,0.0
2152,10.24.22 07:23:41 AM,12.401,0.0
2153,10.24.22 08:23:41 AM,12.401,1808.3
2154,10.24.22 09:23:41 AM,13.654,4822.3
2155,10.24.22 10:23:41 AM,16.427,14466.8
2156,10.24.22 11:23:41 AM,18.045,8266.7
2157,10.24.22 12:23:41 PM,18.901,9300.1
2158,10.24.22 01:23:41 PM,18.996,7577.8
2159,10.24.22 02:23:41 PM,19.472,8266.7
2160,10.24.22 03:23:41 PM,21.187,24800.2
2161,10.24.22 04:23:41 PM,19.282,4477.8
2162,10.24.22 05:23:41 PM,18.426,1636.1
2163,10.24.22 06:23:41 PM,17.570,0.0
2164,10.24.22 07:23:41 PM,16.903,0.0
2165,10.24.22 08:23:41 PM,16.237,0.0
2166,10.24.22 09:23:41 PM,16.237,0.0
2167,10.24.22 10:23:41 PM,15.855,0.0
2168,10.24.22 11:23:41 PM,14.996,0.0
2169,10.25.22 12:23:41 AM,14.421,0.0
2170,10.25.22 01:23:41 AM,13.942,0.0
2171,10.25.22 02:23:41 AM,13.558,0.0
2172,10.25.22 03:23:41 AM,13.173,0.0
2173,10.25.22 04:23:41 AM,13.750,0.0
2174,10.25.22 05:23:41 AM,13.942,0.0
2175,10.25.22 06:23:41 AM,13.461,0.0
2176,10.25.22 07:23:41 AM,13.365,0.0
2177,10.25.22 08:23:41 AM,13.846,1130.2
2178,10.25.22 09:23:41 AM,14.421,4305.6
2179,10.25.22 10:23:41 AM,15.091,3788.9
2180,10.25.22 11:23:41 AM,15.569,7233.4
2181,10.25.22 12:23:41 PM,16.618,8266.7
2182,10.25.22 01:23:41 PM,18.236,14466.8
2183,10.25.22 02:23:41 PM,19.853,4822.3
2184,10.25.22 03:23:41 PM,19.853,7233.4
2185,10.25.22 04:23:41 PM,16.332,2583.4
2186,10.25.22 05:23:41 PM,15.282,5166.7
2187,10.25.22 06:23:41 PM,13.750,0.0
2188,10.25.22 07:23:41 PM,13.173,0.0
2189,10.25.22 08:23:41 PM,12.883,0.0
2190,10.25.22 09:23:41 PM,12.207,0.0
2191,10.25.22 10:23:41 PM,11.722,0.0
2192,10.25.22 11:23:41 PM,11.236,0.0
2193,10.26.22 12:23:41 AM,10.944,0.0
2194,10.26.22 01:23:41 AM,10.651,0.0
2195,10.26.22 02:23:41 AM,10.259,0.0
2196,10.26.22 03:23:41 AM,9.669,0.0
2197,10.26.22 04:23:41 AM,9.176,0.0
2198,10.26.22 05:23:41 AM,9.077,0.0
2199,10.26.22 06:23:41 AM,8.879,0.0
2200,10.26.22 07:23:41 AM,8.481,0.0
2201,10.26.22 08:23:41 AM,8.481,1636.1
2202,10.26.22 09:23:41 AM,13.942,28933.5
2203,10.26.22 10:23:41 AM,16.903,33066.9
2204,10.26.22 11:23:41 AM,19.282,34444.7
2205,10.26.22 12:23:41 PM,21.187,37200.2
2206,10.26.22 01:23:41 PM,22.621,39955.8
2207,10.26.22 02:23:41 PM,23.581,39955.8
2208,10.26.22 03:23:41 PM,23.004,33066.9
2209,10.26.22 04:23:41 PM,23.100,30311.3
2210,10.26.22 05:23:41 PM,18.045,1636.1
2211,10.26.22 06:23:41 PM,16.141,0.0
2212,10.26.22 07:23:41 PM,15.664,0.0
2213,10.26.22 08:23:41 PM,15.569,0.0
2214,10.26.22 09:23:41 PM,15.091,0.0
2215,10.26.22 10:23:41 PM,14.230,0.0
2216,10.26.22 11:23:41 PM,13.365,0.0
2217,10.27.22 12:23:41 AM,12.594,0.0
2218,10.27.22 01:23:41 AM,12.207,0.0
2219,10.27.22 02:23:41 AM,11.819,0.0
2220,10.27.22 03:23:41 AM,11.431,0.0
2221,10.27.22 04:23:41 AM,11.431,0.0
2222,10.27.22 05:23:41 AM,11.334,0.0
2223,10.27.22 06:23:41 AM,11.139,0.0
2224,10.27.22 07:23:41 AM,10.944,0.0
2225,10.27.22 08:23:41 AM,11.625,2325.0
2226,10.27.22 09:23:41 AM,16.523,22044.6
2227,10.27.22 10:23:41 AM,19.377,24800.2
2228,10.27.22 11:23:41 AM,20.710,27555.7
2229,10.27.22 12:23:41 PM,23.100,26178.0
2230,10.27.22 01:23:41 PM,24.158,15155.7
2231,10.27.22 02:23:41 PM,24.738,39955.8
2232,10.27.22 03:23:41 PM,23.869,26178.0
2233,10.27.22 04:23:41 PM,23.484,23422.4
2234,10.27.22 05:23:41 PM,19.662,2238.9
2235,10.27.22 06:23:41 PM,17.570,0.0
2236,10.27.22 07:23:41 PM,16.618,0.0
2237,10.27.22 08:23:41 PM,15.855,0.0
2238,10.27.22 09:23:41 PM,15.473,0.0
2239,10.27.22 10:23:41 PM,14.900,0.0
2240,10.27.22 11:23:41 PM,14.421,0.0
2241,10.28.22 12:23:41 AM,13.461,0.0
2242,10.28.22 01:23:41 AM,13.269,0.0
2243,10.28.22 02:23:41 AM,13.558,0.0
2244,10.28.22 03:23:41 AM,13.558,0.0
2245,10.28.22 04:23:41 AM,13.173,0.0
2246,10.28.22 05:23:41 AM,12.690,0.0
2247,10.28.22 06:23:41 AM,12.497,0.0
2248,10.28.22 07:23:41 AM,12.207,0.0
2249,10.28.22 08:23:41 AM,13.846,1108.7
2250,10.28.22 09:23:41 AM,15.760,12400.1
2251,10.28.22 10:23:41 AM,19.377,20666.8
2252,10.28.22 11:23:41 AM,20.996,31689.1
2253,10.28.22 12:23:41 PM,24.641,35822.5
2254,10.28.22 01:23:41 PM,26.879,37200.2
2255,10.28.22 02:23:41 PM,26.488,42711.4
2256,10.28.22 03:23:41 PM,26.879,30311.3
2257,10.28.22 04:23:41 PM,24.158,15844.5
2258,10.28.22 05:23:41 PM,21.473,1237.9
2259,10.28.22 06:23:41 PM,19.948,0.0
2260,10.28.22 07:23:41 PM,19.377,0.0
2261,10.28.22 08:23:41 PM,18.521,0.0
2262,10.28.22 09:23:41 PM,17.950,0.0
2263,10.28.22 10:23:41 PM,17.570,0.0
2264,10.28.22 11:23:41 PM,17.189,0.0
2265,10.29.22 12:23:41 AM,16.999,0.0
2266,10.29.22 01:23:41 AM,16.618,0.0
2267,10.29.22 02:23:41 AM,16.332,0.0
2268,10.29.22 03:23:41 AM,16.713,0.0
2269,10.29.22 04:23:41 AM,15.951,0.0
2270,10.29.22 05:23:41 AM,15.378,0.0
2271,10.29.22 06:23:41 AM,15.091,0.0
2272,10.29.22 07:23:41 AM,14.804,0.0
2273,10.29.22 08:23:41 AM,14.517,1808.3
2274,10.29.22 09:23:41 AM,16.808,9644.5
2275,10.29.22 10:23:41 AM,19.282,16533.4
2276,10.29.22 11:23:41 AM,21.187,18600.1
2277,10.29.22 12:23:41 PM,20.138,8611.2
2278,10.29.22 01:23:41 PM,24.351,33066.9
2279,10.29.22 02:23:41 PM,24.641,19977.9
2280,10.29.22 03:23:41 PM,24.448,26178.0
2281,10.29.22 04:23:41 PM,21.282,3788.9
2282,10.29.22 05:23:41 PM,19.662,1259.4
2283,10.29.22 06:23:41 PM,18.711,0.0
2284,10.29.22 07:23:41 PM,18.140,0.0
2285,10.29.22 08:23:41 PM,17.570,0.0
2286,10.29.22 09:23:41 PM,16.903,0.0
2287,10.29.22 10:23:41 PM,16.141,0.0
2288,10.29.22 11:23:41 PM,16.046,0.0
2289,10.30.22 12:23:41 AM,15.569,0.0
2290,10.30.22 01:23:41 AM,15.378,0.0
2291,10.30.22 02:23:41 AM,14.709,0.0
2292,10.30.22 03:23:41 AM,14.134,0.0
2293,10.30.22 04:23:41 AM,13.558,0.0
2294,10.30.22 05:23:41 AM,13.461,0.0
2295,10.30.22 06:23:41 AM,13.846,0.0
2296,10.30.22 07:23:41 AM,13.558,0.0
2297,10.30.22 08:23:41 AM,14.613,290.6
2298,10.30.22 09:23:41 AM,15.569,5511.1
2299,10.30.22 10:23:41 AM,18.331,8266.7
2300,10.30.22 11:23:41 AM,21.282,17222.3
2301,10.30.22 12:23:41 PM,25.708,34444.7
2302,10.30.22 01:23:41 PM,28.357,37200.2
2303,10.30.22 02:23:41 PM,27.961,35822.5
2304,10.30.22 03:23:41 PM,26.879,30311.3
2305,10.30.22 04:23:41 PM,25.125,20666.8
2306,10.30.22 05:23:41 PM,20.996,1377.8
2307,10.30.22 06:23:41 PM,18.711,0.0
2308,10.30.22 07:23:41 PM,18.236,0.0
2309,10.30.22 08:23:41 PM,16.903,0.0
2310,10.30.22 09:23:41 PM,15.855,0.0
2311,10.30.22 10:23:41 PM,14.421,0.0
2312,10.30.22 11:23:41 PM,14.134,0.0
2313,10.31.22 12:23:41 AM,13.365,0.0
2314,10.31.22 01:23:41 AM,13.173,0.0
2315,10.31.22 02:23:41 AM,12.883,0.0
2316,10.31.22 03:23:41 AM,12.690,0.0
2317,10.31.22 04:23:41 AM,12.304,0.0
2318,10.31.22 05:23:41 AM,12.110,0.0
2319,10.31.22 06:23:41 AM,12.594,0.0
2320,10.31.22 07:23:41 AM,12.013,0.0
2321,10.31.22 08:23:41 AM,12.304,1894.5
2322,10.31.22 09:23:41 AM,16.903,23422.4
2323,10.31.22 10:23:41 AM,16.141,6200.0
2324,10.31.22 11:23:41 AM,18.521,14466.8
2325,10.31.22 12:23:41 PM,19.567,9300.1
2326,10.31.22 01:23:41 PM,23.581,16533.4
2327,10.31.22 02:23:41 PM,24.738,33066.9
2328,10.31.22 03:23:41 PM,23.869,24800.2
2329,10.31.22 04:23:41 PM,19.472,4133.4
2330,10.31.22 05:23:41 PM,16.237,484.4
2331,10.31.22 06:23:41 PM,14.709,0.0
2332,10.31.22 07:23:41 PM,14.230,0.0
2333,10.31.22 08:23:41 PM,13.654,0.0
2334,10.31.22 09:23:41 PM,13.269,0.0
2335,10.31.22 10:23:41 PM,13.365,0.0
2336,10.31.22 11:23:41 PM,13.173,0.0
2337,11.01.22 12:23:41 AM,12.980,0.0
2338,11.01.22 01:23:41 AM,12.497,0.0
2339,11.01.22 02:23:41 AM,12.594,0.0
2340,11.01.22 03:23:41 AM,12.787,0.0
2341,11.01.22 04:23:41 AM,12.690,0.0
2342,11.01.22 05:23:41 AM,12.304,0.0
2343,11.01.22 06:23:41 AM,11.916,0.0
2344,11.01.22 07:23:41 AM,11.722,0.0
2345,11.01.22 08:23:41 AM,11.722,1280.9
2346,11.01.22 09:23:41 AM,12.594,3100.0
2347,11.01.22 10:23:41 AM,13.461,7577.8
2348,11.01.22 11:23:41 AM,16.141,16533.4
2349,11.01.22 12:23:41 PM,16.141,4650.0
2350,11.01.22 01:23:41 PM,19.853,14466.8
2351,11.01.22 02:23:41 PM,17.189,4305.6
2352,11.01.22 03:23:41 PM,18.901,28933.5
2353,11.01.22 04:23:41 PM,17.760,8611.2
2354,11.01.22 05:23:41 PM,16.808,1280.9
2355,11.01.22 06:23:41 PM,15.378,0.0
2356,11.01.22 07:23:41 PM,14.804,0.0
2357,11.01.22 08:23:41 PM,13.750,0.0
2358,11.01.22 09:23:41 PM,13.173,0.0
2359,11.01.22 10:23:41 PM,12.497,0.0
2360,11.01.22 11:23:41 PM,12.207,0.0
2361,11.02.22 12:23:41 AM,11.528,0.0
2362,11.02.22 01:23:41 AM,10.846,0.0
2363,11.02.22 02:23:41 AM,10.455,0.0
2364,11.02.22 03:23:41 AM,9.965,0.0
2365,11.02.22 04:23:41 AM,9.373,0.0
2366,11.02.22 05:23:41 AM,8.581,0.0
2367,11.02.22 06:23:41 AM,8.282,0.0
2368,11.02.22 07:23:41 AM,8.182,0.0
2369,11.02.22 08:23:41 AM,8.481,1377.8
2370,11.02.22 09:23:41 AM,10.944,15155.7
2371,11.02.22 10:23:41 AM,12.980,7233.4
2372,11.02.22 11:23:41 AM,15.282,37200.2
2373,11.02.22 12:23:41 PM,18.521,37200.2
2374,11.02.22 01:23:41 PM,18.616,9300.1
2375,11.02.22 02:23:41 PM,15.760,9300.1
2376,11.02.22 03:23:41 PM,18.996,37200.2
2377,11.02.22 04:23:41 PM,16.523,9300.1
2378,11.02.22 05:23:41 PM,14.325,1151.7
2379,11.02.22 06:23:41 PM,12.787,0.0
2380,11.02.22 07:23:41 PM,11.819,0.0
2381,11.02.22 08:23:41 PM,10.651,0.0
2382,11.02.22 09:23:41 PM,9.866,0.0
2383,11.02.22 10:23:41 PM,9.571,0.0
2384,11.02.22 11:23:41 PM,8.779,0.0
2385,11.03.22 12:23:41 AM,8.082,0.0
2386,11.03.22 01:23:41 AM,7.481,0.0
2387,11.03.22 02:23:41 AM,7.079,0.0
2388,11.03.22 03:23:41 AM,6.166,0.0
2389,11.03.22 04:23:41 AM,6.064,0.0
2390,11.03.22 05:23:41 AM,5.655,0.0
2391,11.03.22 06:23:41 AM,5.450,0.0
2392,11.03.22 07:23:41 AM,5.141,0.0
2393,11.03.22 08:23:41 AM,5.141,688.9
2394,11.03.22 09:23:41 AM,8.879,27555.7
2395,11.03.22 10:23:41 AM,12.013,23422.4
2396,11.03.22 11:23:41 AM,13.942,30311.3
2397,11.03.22 12:23:41 PM,15.378,31689.1
2398,11.03.22 01:23:41 PM,13.173,8266.7
2399,11.03.22 02:23:41 PM,12.883,6200.0
2400,11.03.22 03:23:41 PM,14.038,10677.8
2401,11.03.22 04:23:41 PM,13.558,6200.0
2402,11.03.22 05:23:41 PM,11.916,516.7
2403,11.03.22 06:23:41 PM,11.334,0.0
2404,11.03.22 07:23:41 PM,11.139,0.0
2405,11.03.22 08:23:41 PM,10.846,0.0
2406,11.03.22 09:23:41 PM,10.748,0.0
2407,11.03.22 10:23:41 PM,10.357,0.0
2408,11.03.22 11:23:41 PM,9.768,0.0
2409,11.04.22 12:23:41 AM,9.472,0.0
2410,11.04.22 01:23:41 AM,8.978,0.0
2411,11.04.22 02:23:41 AM,8.581,0.0
2412,11.04.22 03:23:41 AM,7.882,0.0
2413,11.04.22 04:23:41 AM,8.082,0.0
2414,11.04.22 05:23:41 AM,8.082,0.0
2415,11.04.22 06:23:41 AM,8.481,0.0
2416,11.04.22 07:23:41 AM,8.680,0.0
2417,11.04.22 08:23:41 AM,8.779,226.0
2418,11.04.22 09:23:41 AM,9.669,613.5
2419,11.04.22 10:23:41 AM,10.651,2669.5
2420,11.04.22 11:23:41 AM,11.334,3272.2
2421,11.04.22 12:23:41 PM,11.528,2497.2
2422,11.04.22 01:23:41 PM,11.139,2497.2
2423,11.04.22 02:23:41 PM,10.944,2066.7
2424,11.04.22 03:23:41 PM,10.846,1184.0
2425,11.04.22 04:23:41 PM,10.944,2497.2
2426,11.04.22 05:23:41 PM,10.357,129.2
2427,11.04.22 06:23:41 PM,10.259,0.0
2428,11.04.22 07:23:41 PM,10.357,0.0
2429,11.04.22 08:23:41 PM,10.259,0.0
2430,11.04.22 09:23:41 PM,9.866,0.0
2431,11.04.22 10:23:41 PM,9.866,0.0
2432,11.04.22 11:23:41 PM,9.768,0.0
2433,11.05.22 12:23:41 AM,9.275,0.0
2434,11.05.22 01:23:41 AM,9.275,0.0
2435,11.05.22 02:23:41 AM,9.077,0.0
2436,11.05.22 03:23:41 AM,8.978,0.0
2437,11.05.22 04:23:41 AM,8.779,0.0
2438,11.05.22 05:23:41 AM,8.481,0.0
2439,11.05.22 06:23:41 AM,8.282,0.0
2440,11.05.22 07:23:41 AM,7.782,0.0
2441,11.05.22 08:23:41 AM,7.481,236.8
2442,11.05.22 09:23:41 AM,7.381,2238.9
2443,11.05.22 10:23:41 AM,9.077,8266.7
2444,11.05.22 11:23:41 AM,14.517,34444.7
2445,11.05.22 12:23:41 PM,15.951,35822.5
2446,11.05.22 01:23:41 PM,17.189,38578.0
2447,11.05.22 02:23:41 PM,17.760,39955.8
2448,11.05.22 03:23:41 PM,18.236,39955.8
2449,11.05.22 04:23:41 PM,14.996,7577.8
2450,11.05.22 05:23:41 PM,10.455,667.4
2451,11.05.22 06:23:41 PM,9.077,0.0
2452,11.05.22 07:23:41 PM,8.978,0.0
2453,11.05.22 08:23:41 PM,8.082,0.0
2454,11.05.22 09:23:41 PM,7.481,0.0
2455,11.05.22 10:23:41 PM,6.674,0.0
2456,11.05.22 11:23:41 PM,6.370,0.0
2457,11.06.22 12:23:41 AM,6.166,0.0
2458,11.06.22 01:23:41 AM,6.471,0.0
2459,11.06.22 02:23:41 AM,5.655,0.0
2460,11.06.22 03:23:41 AM,5.244,0.0
2461,11.06.22 04:23:41 AM,5.347,0.0
2462,11.06.22 05:23:41 AM,5.552,0.0
2463,11.06.22 06:23:41 AM,4.934,0.0
2464,11.06.22 07:23:41 AM,4.831,0.0
2465,11.06.22 08:23:41 AM,4.623,699.7
2466,11.06.22 09:23:41 AM,8.779,24800.2
2467,11.06.22 10:23:41 AM,11.139,30311.3
2468,11.06.22 11:23:41 AM,12.594,33066.9
2469,11.06.22 12:23:41 PM,13.365,31689.1
2470,11.06.22 01:23:41 PM,14.517,38578.0
2471,11.06.22 02:23:41 PM,16.141,38578.0
2472,11.06.22 03:23:41 PM,16.427,34444.7
2473,11.06.22 04:23:41 PM,14.517,7233.4
2474,11.06.22 05:23:41 PM,10.553,441.3
2475,11.06.22 06:23:41 PM,9.275,0.0
2476,11.06.22 07:23:41 PM,8.581,0.0
2477,11.06.22 08:23:41 PM,8.182,0.0
2478,11.06.22 09:23:41 PM,7.481,0.0
2479,11.06.22 10:23:41 PM,6.877,0.0
2480,11.06.22 11:23:41 PM,6.573,0.0
2481,11.07.22 12:23:41 AM,6.573,0.0
2482,11.07.22 01:23:41 AM,6.775,0.0
2483,11.07.22 02:23:41 AM,6.775,0.0
2484,11.07.22 03:23:41 AM,6.775,0.0
2485,11.07.22 04:23:41 AM,6.877,0.0
2486,11.07.22 05:23:41 AM,7.381,0.0
2487,11.07.22 06:23:41 AM,8.382,0.0
2488,11.07.22 07:23:41 AM,8.481,0.0
2489,11.07.22 08:23:41 AM,8.481,86.1
2490,11.07.22 09:23:41 AM,8.978,2411.1
2491,11.07.22 10:23:41 AM,13.942,26178.0
2492,11.07.22 11:23:41 AM,12.207,10333.4
2493,11.07.22 12:23:41 PM,17.379,37200.2
2494,11.07.22 01:23:41 PM,17.950,34444.7
2495,11.07.22 02:23:41 PM,16.332,24800.2
2496,11.07.22 03:23:41 PM,14.325,2927.8
2497,11.07.22 04:23:41 PM,13.750,1377.8
2498,11.07.22 05:23:41 PM,13.365,150.7
2499,11.07.22 06:23:41 PM,12.980,0.0
2500,11.07.22 07:23:41 PM,12.497,0.0
2501,11.07.22 08:23:41 PM,12.690,0.0
2502,11.07.22 09:23:41 PM,12.013,0.0
2503,11.07.22 10:23:41 PM,12.013,0.0
2504,11.07.22 11:23:41 PM,11.722,0.0
2505,11.08.22 12:23:41 AM,11.431,0.0
2506,11.08.22 01:23:41 AM,11.236,0.0
2507,11.08.22 02:23:41 AM,10.944,0.0
2508,11.08.22 03:23:41 AM,10.357,0.0
2509,11.08.22 04:23:41 AM,10.455,0.0
2510,11.08.22 05:23:41 AM,10.161,0.0
2511,11.08.22 06:23:41 AM,9.669,0.0
2512,11.08.22 07:23:41 AM,9.077,0.0
2513,11.08.22 08:23:41 AM,9.077,796.5
2514,11.08.22 09:23:41 AM,12.110,15844.5
2515,11.08.22 10:23:41 AM,15.282,31689.1
2516,11.08.22 11:23:41 AM,17.189,31689.1
2517,11.08.22 12:23:41 PM,18.426,19289.0
2518,11.08.22 01:23:41 PM,19.282,37200.2
2519,11.08.22 02:23:41 PM,20.329,30311.3
2520,11.08.22 03:23:41 PM,19.092,12400.1
2521,11.08.22 04:23:41 PM,18.521,20666.8
2522,11.08.22 05:23:41 PM,14.613,161.5
2523,11.08.22 06:23:41 PM,13.750,0.0
2524,11.08.22 07:23:41 PM,13.365,0.0
2525,11.08.22 08:23:41 PM,13.269,0.0
2526,11.08.22 09:23:41 PM,12.883,0.0
2527,11.08.22 10:23:41 PM,12.207,0.0
2528,11.08.22 11:23:41 PM,12.013,0.0
2529,11.09.22 12:23:41 AM,12.207,0.0
2530,11.09.22 01:23:41 AM,12.401,0.0
2531,11.09.22 02:23:41 AM,12.207,0.0
2532,11.09.22 03:23:41 AM,12.304,0.0
2533,11.09.22 04:23:41 AM,11.431,0.0
2534,11.09.22 05:23:41 AM,10.846,0.0
2535,11.09.22 06:23:41 AM,11.528,0.0
2536,11.09.22 07:23:41 AM,11.041,0.0
2537,11.09.22 08:23:41 AM,11.334,21.5
2538,11.09.22 09:23:41 AM,11.334,322.9
2539,11.09.22 10:23:41 AM,11.431,2066.7
2540,11.09.22 11:23:41 AM,12.207,4477.8
2541,11.09.22 12:23:41 PM,13.173,5511.1
2542,11.09.22 01:23:41 PM,17.950,38578.0
2543,11.09.22 02:23:41 PM,17.094,6544.5
2544,11.09.22 03:23:41 PM,17.189,17911.2
2545,11.09.22 04:23:41 PM,15.187,4994.5
2546,11.09.22 05:23:41 PM,13.461,269.1
2547,11.09.22 06:23:41 PM,12.594,0.0
2548,11.09.22 07:23:41 PM,12.013,0.0
2549,11.09.22 08:23:41 PM,11.431,0.0
2550,11.09.22 09:23:41 PM,12.401,0.0
2551,11.09.22 10:23:41 PM,11.625,0.0
2552,11.09.22 11:23:41 PM,11.431,0.0
2553,11.10.22 12:23:41 AM,11.722,0.0
2554,11.10.22 01:23:41 AM,11.528,0.0
2555,11.10.22 02:23:41 AM,11.819,0.0
2556,11.10.22 03:23:41 AM,12.110,0.0
2557,11.10.22 04:23:41 AM,11.528,0.0
2558,11.10.22 05:23:41 AM,12.013,0.0
2559,11.10.22 06:23:41 AM,11.431,0.0
2560,11.10.22 07:23:41 AM,10.651,0.0
2561,11.10.22 08:23:41 AM,10.161,322.9
2562,11.10.22 09:23:41 AM,13.269,20666.8
2563,11.10.22 10:23:41 AM,15.951,28933.5
